Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome,ProdTaken
36.0,Self Enquiry,1.0,8.0,Salaried,Female,2.0,3.0,Deluxe,4.0,Single,1.0,1.0,3.0,1.0,0.0,Manager,20410.0,1
36.0,Self Enquiry,1.0,6.0,Salaried,Female,2.0,3.0,Deluxe,4.0,Divorced,1.0,0.0,5.0,0.0,0.0,Manager,20228.0,0
43.0,Company Invited,1.0,35.0,Large Business,Female,3.0,5.0,Deluxe,3.0,Married,2.0,0.0,3.0,0.0,2.0,Manager,23201.0,0
33.0,Self Enquiry,3.0,7.0,Salaried,Male,3.0,6.0,Deluxe,4.0,Unmarried,8.0,0.0,3.0,0.0,2.0,Manager,25413.0,0
34.0,Self Enquiry,1.0,15.0,Salaried,Male,2.0,3.0,Standard,3.0,Married,1.0,0.0,5.0,1.0,1.0,Senior Manager,23500.0,0
25.0,Self Enquiry,1.0,36.0,Small Business,Male,4.0,4.0,Basic,5.0,Married,3.0,0.0,4.0,1.0,2.0,Executive,22585.0,0
34.0,Self Enquiry,1.0,35.0,Salaried,Male,4.0,4.0,Deluxe,3.0,Married,3.0,1.0,1.0,1.0,1.0,Manager,23885.0,0
41.0,Self Enquiry,1.0,25.0,Salaried,Male,2.0,3.0,Deluxe,5.0,Married,3.0,0.0,2.0,1.0,0.0,Manager,18072.0,0
36.0,Company Invited,1.0,30.0,Salaried,Female,2.0,3.0,Deluxe,4.0,Married,1.0,0.0,3.0,1.0,1.0,Manager,20674.0,0
39.0,Self Enquiry,3.0,27.0,Salaried,Male,2.0,4.0,Deluxe,3.0,Divorced,4.0,1.0,1.0,0.0,1.0,Manager,21120.0,0
33.0,Company Invited,3.0,33.0,Small Business,Male,4.0,4.0,Deluxe,3.0,Married,2.0,0.0,4.0,1.0,2.0,Manager,23143.0,0
44.0,Self Enquiry,2.0,6.0,Small Business,Male,3.0,4.0,Standard,5.0,Divorced,1.0,0.0,4.0,1.0,0.0,Senior Manager,25482.0,0
47.0,Self Enquiry,1.0,14.0,Small Business,Male,4.0,4.0,Standard,3.0,Married,8.0,0.0,1.0,1.0,2.0,Senior Manager,29523.0,0
46.0,Self Enquiry,2.0,11.0,Salaried,Female,3.0,6.0,Standard,3.0,Married,6.0,0.0,1.0,1.0,2.0,Senior Manager,28434.0,0
59.0,Self Enquiry,3.0,17.0,Small Business,Male,3.0,4.0,Super Deluxe,3.0,Single,2.0,0.0,3.0,0.0,2.0,AVP,32550.0,0
35.0,Self Enquiry,1.0,15.0,Salaried,Male,3.0,4.0,Deluxe,4.0,Unmarried,1.0,0.0,1.0,0.0,1.0,Manager,21540.0,0
47.0,Self Enquiry,3.0,17.0,Salaried,Female,4.0,4.0,Standard,4.0,Married,7.0,0.0,1.0,0.0,3.0,Senior Manager,25992.0,0
36.0,Self Enquiry,1.0,32.0,Salaried,Male,3.0,5.0,Deluxe,3.0,Unmarried,6.0,0.0,1.0,1.0,1.0,Manager,22359.0,1
31.0,Self Enquiry,3.0,36.0,Salaried,Male,4.0,4.0,Deluxe,5.0,Married,2.0,0.0,1.0,1.0,1.0,Manager,22793.0,0
34.0,Company Invited,1.0,23.0,Large Business,Male,2.0,4.0,Basic,3.0,Married,1.0,1.0,5.0,1.0,1.0,Executive,23500.0,0
30.0,Company Invited,1.0,15.0,Small Business,Male,3.0,3.0,Deluxe,5.0,Married,2.0,0.0,1.0,1.0,1.0,Manager,18072.0,0
31.0,Self Enquiry,1.0,12.0,Large Business,Female,3.0,4.0,Basic,5.0,Married,7.0,0.0,5.0,0.0,2.0,Executive,21882.0,0
36.0,Self Enquiry,3.0,25.0,Small Business,Male,4.0,4.0,Deluxe,5.0,Married,2.0,0.0,3.0,0.0,1.0,Manager,20822.0,1
21.0,Self Enquiry,1.0,21.0,Salaried,Male,3.0,3.0,Basic,3.0,Single,2.0,0.0,5.0,1.0,1.0,Executive,16232.0,0
44.0,Self Enquiry,1.0,8.0,Salaried,Female,3.0,1.0,Basic,3.0,Married,2.0,0.0,4.0,1.0,2.0,Executive,17011.0,0
30.0,Self Enquiry,2.0,24.0,Salaried,Male,3.0,5.0,Standard,5.0,Unmarried,3.0,0.0,3.0,0.0,1.0,Senior Manager,26666.0,0
26.0,Company Invited,1.0,6.0,Salaried,Female,2.0,3.0,Deluxe,4.0,Married,2.0,0.0,5.0,0.0,1.0,Manager,21397.0,1
45.0,Self Enquiry,1.0,16.0,Salaried,Male,3.0,3.0,Basic,3.0,Married,4.0,0.0,5.0,0.0,2.0,Executive,17654.0,0
31.0,Self Enquiry,1.0,13.0,Salaried,Male,2.0,3.0,Deluxe,3.0,Married,4.0,0.0,3.0,0.0,1.0,Manager,20915.0,0
27.0,Self Enquiry,1.0,17.0,Salaried,Male,3.0,3.0,Basic,5.0,Divorced,1.0,0.0,5.0,1.0,2.0,Executive,17099.0,0
45.0,Company Invited,1.0,31.0,Small Business,Male,3.0,6.0,Basic,3.0,Unmarried,4.0,0.0,3.0,0.0,2.0,Executive,22386.0,0
47.0,Self Enquiry,1.0,8.0,Small Business,Female,2.0,3.0,Super Deluxe,3.0,Divorced,4.0,0.0,5.0,1.0,0.0,AVP,32169.0,0
34.0,Self Enquiry,3.0,20.0,Large Business,Female,2.0,3.0,Basic,3.0,Married,2.0,1.0,5.0,1.0,1.0,Executive,17579.0,0
31.0,Self Enquiry,1.0,13.0,Salaried,Male,2.0,3.0,Deluxe,3.0,Married,4.0,0.0,3.0,1.0,0.0,Manager,20915.0,0
29.0,Self Enquiry,3.0,16.0,Small Business,Male,2.0,4.0,Deluxe,3.0,Single,1.0,0.0,4.0,1.0,0.0,Manager,20869.0,0
41.0,Company Invited,1.0,16.0,Small Business,Female,3.0,4.0,Standard,3.0,Single,2.0,0.0,4.0,1.0,2.0,Senior Manager,32177.0,0
35.0,Self Enquiry,1.0,12.0,Small Business,Female,3.0,5.0,Standard,5.0,Single,4.0,0.0,1.0,1.0,2.0,Senior Manager,30309.0,1
33.0,Self Enquiry,1.0,20.0,Small Business,Female,3.0,3.0,Basic,4.0,Married,2.0,0.0,5.0,1.0,1.0,Executive,17756.0,0
38.0,Company Invited,2.0,8.0,Salaried,Male,3.0,3.0,Basic,4.0,Married,6.0,0.0,3.0,1.0,2.0,Executive,17592.0,0
42.0,Company Invited,3.0,17.0,Salaried,Male,3.0,4.0,Deluxe,3.0,Unmarried,2.0,0.0,2.0,0.0,2.0,Manager,24908.0,0
31.0,Company Invited,1.0,12.0,Small Business,Female,3.0,4.0,Basic,4.0,Single,2.0,0.0,3.0,0.0,1.0,Executive,21100.0,1
23.0,Self Enquiry,1.0,18.0,Salaried,Male,3.0,3.0,Basic,3.0,Single,2.0,0.0,5.0,1.0,0.0,Executive,17647.0,0
50.0,Self Enquiry,1.0,16.0,Large Business,Male,3.0,4.0,Standard,3.0,Unmarried,7.0,0.0,5.0,0.0,2.0,Senior Manager,25496.0,0
33.0,Self Enquiry,1.0,11.0,Salaried,Male,2.0,4.0,Standard,3.0,Married,5.0,0.0,3.0,0.0,0.0,Senior Manager,22119.0,0
34.0,Self Enquiry,3.0,16.0,Small Business,Fe Male,4.0,4.0,Deluxe,5.0,Unmarried,2.0,1.0,3.0,0.0,1.0,Manager,26902.0,0
49.0,Self Enquiry,1.0,22.0,Small Business,Female,3.0,3.0,Basic,5.0,Married,5.0,1.0,1.0,1.0,1.0,Executive,17587.0,0
48.0,Company Invited,3.0,11.0,Small Business,Male,3.0,4.0,Deluxe,3.0,Unmarried,5.0,0.0,4.0,0.0,2.0,Manager,21654.0,0
28.0,Self Enquiry,1.0,6.0,Salaried,Male,3.0,4.0,Basic,3.0,Married,2.0,0.0,4.0,0.0,1.0,Executive,16563.0,0
35.0,Self Enquiry,1.0,34.0,Small Business,Female,4.0,4.0,Basic,4.0,Single,4.0,0.0,3.0,1.0,1.0,Executive,20989.0,0
24.0,Self Enquiry,1.0,29.0,Small Business,Male,2.0,1.0,Basic,3.0,Married,2.0,1.0,4.0,0.0,0.0,Executive,17725.0,0
31.0,Self Enquiry,2.0,8.0,Salaried,Male,3.0,4.0,Deluxe,5.0,Married,4.0,0.0,3.0,0.0,2.0,Manager,21410.0,0
38.0,Self Enquiry,1.0,23.0,Salaried,Female,3.0,4.0,Standard,3.0,Divorced,1.0,0.0,2.0,0.0,2.0,Senior Manager,23823.0,0
26.0,Self Enquiry,1.0,12.0,Salaried,Female,3.0,3.0,Basic,3.0,Divorced,2.0,1.0,2.0,0.0,0.0,Executive,17659.0,0
49.0,Self Enquiry,1.0,11.0,Salaried,Male,3.0,4.0,Standard,3.0,Unmarried,3.0,0.0,5.0,1.0,2.0,Senior Manager,26576.0,0
28.0,Company Invited,1.0,15.0,Salaried,Male,3.0,6.0,Basic,3.0,Married,3.0,0.0,1.0,1.0,2.0,Executive,23299.0,0
30.0,Self Enquiry,1.0,25.0,Small Business,Male,3.0,5.0,Basic,3.0,Single,3.0,1.0,3.0,0.0,2.0,Executive,21067.0,0
40.0,Self Enquiry,1.0,10.0,Small Business,Female,2.0,3.0,King,3.0,Married,2.0,0.0,5.0,1.0,1.0,VP,34033.0,1
33.0,Company Invited,3.0,22.0,Salaried,Female,2.0,3.0,Deluxe,3.0,Married,2.0,1.0,1.0,0.0,0.0,Manager,20368.0,0
40.0,Self Enquiry,3.0,10.0,Small Business,Female,3.0,4.0,Deluxe,3.0,Married,6.0,1.0,4.0,1.0,2.0,Manager,23916.0,0
36.0,Self Enquiry,1.0,29.0,Salaried,Female,4.0,2.0,Standard,4.0,Married,2.0,0.0,5.0,1.0,3.0,Senior Manager,30674.0,0
30.0,Self Enquiry,3.0,16.0,Small Business,Male,3.0,4.0,Deluxe,3.0,Divorced,2.0,0.0,2.0,1.0,0.0,Manager,21578.0,0
39.0,Company Invited,1.0,6.0,Salaried,Male,2.0,3.0,King,3.0,Married,2.0,1.0,3.0,0.0,0.0,VP,34197.0,0
32.0,Self Enquiry,1.0,14.0,Small Business,Female,3.0,4.0,Deluxe,5.0,Divorced,3.0,0.0,2.0,1.0,1.0,Manager,22984.0,0
28.0,Self Enquiry,1.0,14.0,Small Business,Fe Male,3.0,5.0,Deluxe,5.0,Unmarried,2.0,0.0,3.0,1.0,1.0,Manager,25489.0,0
43.0,Self Enquiry,1.0,7.0,Salaried,Female,4.0,4.0,Basic,5.0,Married,5.0,0.0,3.0,0.0,3.0,Executive,21254.0,1
45.0,Self Enquiry,1.0,15.0,Salaried,Male,2.0,3.0,Deluxe,4.0,Married,1.0,0.0,4.0,1.0,0.0,Manager,17348.0,0
35.0,Self Enquiry,1.0,6.0,Small Business,Male,2.0,4.0,Basic,3.0,Married,7.0,0.0,1.0,1.0,1.0,Executive,17258.0,0
36.0,Self Enquiry,1.0,23.0,Salaried,Female,3.0,5.0,Deluxe,4.0,Married,2.0,1.0,1.0,1.0,2.0,Manager,23466.0,0
35.0,Self Enquiry,1.0,29.0,Salaried,Male,2.0,4.0,Deluxe,3.0,Married,4.0,1.0,4.0,1.0,0.0,Manager,20916.0,0
37.0,Company Invited,2.0,9.0,Salaried,Male,4.0,5.0,Deluxe,3.0,Unmarried,3.0,0.0,3.0,1.0,1.0,Manager,22564.0,0
26.0,Self Enquiry,1.0,7.0,Salaried,Female,4.0,4.0,Deluxe,3.0,Divorced,2.0,0.0,3.0,1.0,2.0,Manager,23576.0,0
30.0,Company Invited,1.0,7.0,Large Business,Male,3.0,4.0,Deluxe,3.0,Married,3.0,0.0,3.0,0.0,1.0,Manager,22997.0,0
34.0,Company Invited,1.0,15.0,Salaried,Male,3.0,3.0,Deluxe,5.0,Married,5.0,0.0,3.0,0.0,1.0,Manager,20346.0,0
31.0,Self Enquiry,1.0,14.0,Salaried,Male,3.0,4.0,Deluxe,3.0,Married,3.0,0.0,5.0,1.0,2.0,Manager,22169.0,0
60.0,Self Enquiry,1.0,6.0,Small Business,Male,3.0,5.0,Standard,3.0,Married,4.0,0.0,5.0,0.0,0.0,Senior Manager,25883.0,1
35.0,Self Enquiry,1.0,29.0,Salaried,Male,2.0,4.0,Deluxe,3.0,Divorced,4.0,1.0,4.0,1.0,1.0,Manager,20916.0,0
52.0,Self Enquiry,1.0,16.0,Salaried,Male,4.0,4.0,Basic,3.0,Married,5.0,0.0,3.0,1.0,1.0,Executive,20753.0,0
51.0,Self Enquiry,1.0,17.0,Large Business,Fe Male,2.0,4.0,Super Deluxe,4.0,Unmarried,4.0,0.0,1.0,0.0,1.0,AVP,28142.0,0
21.0,Self Enquiry,3.0,9.0,Small Business,Female,3.0,4.0,Basic,3.0,Unmarried,3.0,0.0,4.0,0.0,1.0,Executive,21461.0,0
53.0,Self Enquiry,1.0,13.0,Salaried,Male,2.0,1.0,Super Deluxe,3.0,Married,4.0,0.0,1.0,0.0,1.0,AVP,29814.0,0
41.0,Self Enquiry,1.0,8.0,Salaried,Female,2.0,5.0,Basic,3.0,Married,5.0,1.0,3.0,0.0,1.0,Executive,17778.0,0
47.0,Self Enquiry,1.0,11.0,Salaried,Male,2.0,3.0,King,3.0,Married,5.0,0.0,1.0,1.0,0.0,VP,33300.0,0
39.0,Self Enquiry,1.0,16.0,Salaried,Male,4.0,4.0,Basic,3.0,Married,4.0,0.0,1.0,1.0,2.0,Executive,23449.0,0
30.0,Self Enquiry,1.0,14.0,Large Business,Female,3.0,4.0,Basic,3.0,Married,5.0,1.0,4.0,1.0,2.0,Executive,22017.0,0
47.0,Self Enquiry,3.0,7.0,Small Business,Female,4.0,4.0,Standard,5.0,Married,3.0,0.0,1.0,1.0,3.0,Senior Manager,29131.0,0
26.0,Self Enquiry,1.0,22.0,Small Business,Male,2.0,3.0,Basic,4.0,Married,3.0,1.0,2.0,1.0,1.0,Executive,17373.0,0
31.0,Company Invited,3.0,29.0,Salaried,Female,4.0,4.0,Standard,5.0,Married,2.0,0.0,1.0,1.0,2.0,Senior Manager,27090.0,0
20.0,Company Invited,1.0,12.0,Salaried,Female,3.0,4.0,Basic,3.0,Single,2.0,1.0,1.0,0.0,0.0,Executive,17926.0,0
41.0,Self Enquiry,3.0,17.0,Small Business,Male,4.0,5.0,Standard,4.0,Married,4.0,0.0,4.0,1.0,2.0,Senior Manager,28383.0,0
28.0,Self Enquiry,1.0,18.0,Salaried,Female,3.0,3.0,Basic,3.0,Married,2.0,1.0,4.0,1.0,1.0,Executive,17515.0,0
47.0,Self Enquiry,1.0,25.0,Small Business,Female,3.0,4.0,Deluxe,3.0,Married,4.0,0.0,5.0,1.0,2.0,Manager,23488.0,0
36.0,Self Enquiry,3.0,34.0,Salaried,Male,3.0,4.0,Deluxe,3.0,Unmarried,3.0,1.0,5.0,0.0,1.0,Manager,24491.0,0
40.0,Company Invited,3.0,11.0,Salaried,Male,2.0,4.0,Standard,5.0,Married,6.0,1.0,5.0,0.0,0.0,Senior Manager,25475.0,0
50.0,Company Invited,1.0,35.0,Salaried,Male,4.0,5.0,Deluxe,5.0,Unmarried,5.0,0.0,3.0,0.0,2.0,Manager,22962.0,0
54.0,Self Enquiry,3.0,9.0,Small Business,Female,2.0,3.0,Deluxe,5.0,Divorced,3.0,0.0,4.0,1.0,1.0,Manager,20940.0,0
50.0,Company Invited,3.0,6.0,Salaried,Female,3.0,3.0,Deluxe,3.0,Divorced,1.0,0.0,2.0,1.0,1.0,Manager,21347.0,0
27.0,Self Enquiry,1.0,15.0,Small Business,Female,2.0,3.0,Basic,4.0,Single,2.0,0.0,3.0,1.0,0.0,Executive,17279.0,0
34.0,Self Enquiry,3.0,15.0,Salaried,Female,3.0,3.0,Deluxe,3.0,Married,2.0,0.0,1.0,0.0,0.0,Manager,20714.0,0
29.0,Self Enquiry,3.0,16.0,Salaried,Male,3.0,3.0,Basic,3.0,Single,2.0,0.0,4.0,1.0,0.0,Executive,17642.0,0
36.0,Self Enquiry,3.0,7.0,Small Business,Male,4.0,4.0,Standard,4.0,Divorced,3.0,0.0,4.0,1.0,3.0,Senior Manager,25973.0,1
36.0,Company Invited,3.0,15.0,Small Business,Female,4.0,5.0,Standard,3.0,Divorced,6.0,1.0,5.0,1.0,3.0,Senior Manager,29055.0,0
35.0,Self Enquiry,1.0,8.0,Salaried,Female,3.0,3.0,Basic,5.0,Married,2.0,1.0,1.0,1.0,1.0,Executive,17074.0,0
28.0,Self Enquiry,1.0,14.0,Salaried,Female,3.0,3.0,Basic,3.0,Single,2.0,0.0,4.0,1.0,1.0,Executive,18310.0,0
37.0,Company Invited,3.0,18.0,Large Business,Female,4.0,4.0,Standard,3.0,Married,2.0,0.0,5.0,0.0,3.0,Senior Manager,28416.0,0
36.0,Self Enquiry,1.0,32.0,Small Business,Female,3.0,4.0,Standard,3.0,Married,3.0,1.0,3.0,0.0,2.0,Senior Manager,29066.0,0
54.0,Self Enquiry,1.0,13.0,Small Business,Female,3.0,3.0,Deluxe,3.0,Married,5.0,0.0,3.0,1.0,1.0,Manager,21854.0,0
35.0,Self Enquiry,1.0,7.0,Salaried,Female,4.0,2.0,Basic,3.0,Unmarried,4.0,0.0,2.0,0.0,1.0,Executive,21958.0,0
39.0,Self Enquiry,1.0,9.0,Salaried,Male,3.0,4.0,Basic,3.0,Unmarried,7.0,1.0,1.0,0.0,1.0,Executive,22622.0,0
19.0,Company Invited,3.0,12.0,Small Business,Male,4.0,4.0,Basic,4.0,Single,3.0,1.0,4.0,1.0,3.0,Executive,20556.0,0
27.0,Company Invited,1.0,9.0,Salaried,Male,3.0,4.0,Basic,5.0,Married,8.0,1.0,5.0,0.0,1.0,Executive,20720.0,0
32.0,Self Enquiry,1.0,14.0,Small Business,Female,3.0,1.0,Deluxe,3.0,Divorced,6.0,0.0,3.0,1.0,2.0,Manager,20175.0,1
50.0,Company Invited,1.0,8.0,Small Business,Female,1.0,3.0,Super Deluxe,5.0,Divorced,3.0,0.0,3.0,1.0,0.0,AVP,32856.0,0
26.0,Self Enquiry,3.0,35.0,Salaried,Male,3.0,5.0,Deluxe,3.0,Divorced,4.0,0.0,4.0,0.0,1.0,Manager,27317.0,1
33.0,Self Enquiry,3.0,14.0,Salaried,Male,4.0,5.0,Deluxe,3.0,Divorced,3.0,0.0,3.0,1.0,3.0,Manager,24162.0,0
37.0,Company Invited,1.0,18.0,Salaried,Male,4.0,5.0,Deluxe,4.0,Unmarried,3.0,0.0,4.0,1.0,2.0,Manager,25177.0,0
29.0,Company Invited,1.0,7.0,Small Business,Male,3.0,5.0,Basic,4.0,Married,3.0,0.0,4.0,0.0,1.0,Executive,21274.0,0
26.0,Self Enquiry,3.0,14.0,Large Business,Male,2.0,4.0,Deluxe,5.0,Single,7.0,0.0,3.0,1.0,1.0,Manager,20326.0,0
52.0,Self Enquiry,1.0,14.0,Small Business,Male,3.0,5.0,Deluxe,3.0,Married,4.0,0.0,3.0,1.0,2.0,Manager,24810.0,1
39.0,Self Enquiry,1.0,6.0,Small Business,Female,3.0,3.0,Basic,3.0,Married,1.0,0.0,3.0,0.0,1.0,Executive,17232.0,0
33.0,Self Enquiry,1.0,6.0,Salaried,Male,3.0,4.0,Basic,5.0,Single,4.0,1.0,4.0,1.0,1.0,Executive,17799.0,1
31.0,Self Enquiry,1.0,13.0,Small Business,Female,2.0,3.0,Standard,3.0,Unmarried,2.0,1.0,4.0,1.0,1.0,Senior Manager,22143.0,0
58.0,Self Enquiry,1.0,31.0,Salaried,Male,3.0,3.0,Standard,3.0,Married,5.0,1.0,4.0,1.0,2.0,Senior Manager,28117.0,0
26.0,Self Enquiry,2.0,31.0,Salaried,Female,3.0,3.0,Basic,3.0,Divorced,2.0,0.0,4.0,1.0,0.0,Executive,17942.0,0
38.0,Company Invited,1.0,9.0,Salaried,Male,2.0,3.0,Basic,3.0,Divorced,4.0,0.0,3.0,1.0,1.0,Executive,17821.0,0
35.0,Self Enquiry,1.0,6.0,Small Business,Female,2.0,4.0,Deluxe,3.0,Divorced,1.0,0.0,1.0,1.0,1.0,Manager,20363.0,1
32.0,Self Enquiry,1.0,11.0,Small Business,Female,4.0,2.0,Basic,3.0,Married,2.0,0.0,5.0,1.0,3.0,Executive,22656.0,0
39.0,Self Enquiry,3.0,21.0,Small Business,Male,3.0,3.0,Super Deluxe,5.0,Unmarried,1.0,0.0,1.0,1.0,2.0,AVP,28341.0,0
32.0,Company Invited,3.0,11.0,Salaried,Male,2.0,3.0,Deluxe,4.0,Married,2.0,0.0,3.0,1.0,1.0,Manager,21524.0,0
38.0,Self Enquiry,1.0,6.0,Salaried,Female,2.0,3.0,Basic,5.0,Single,4.0,0.0,1.0,0.0,1.0,Executive,17619.0,0
34.0,Company Invited,3.0,14.0,Salaried,Female,2.0,4.0,Deluxe,4.0,Married,2.0,0.0,4.0,0.0,1.0,Manager,22980.0,0
28.0,Self Enquiry,1.0,25.0,Small Business,Male,3.0,4.0,Basic,5.0,Married,2.0,0.0,3.0,1.0,1.0,Executive,18196.0,0
30.0,Self Enquiry,1.0,28.0,Salaried,Female,3.0,3.0,Standard,5.0,Married,3.0,0.0,5.0,1.0,2.0,Senior Manager,28658.0,0
34.0,Self Enquiry,1.0,15.0,Small Business,Fe Male,2.0,4.0,Standard,4.0,Unmarried,2.0,0.0,1.0,1.0,0.0,Senior Manager,23621.0,0
48.0,Self Enquiry,1.0,11.0,Salaried,Female,4.0,5.0,Standard,4.0,Married,2.0,1.0,4.0,1.0,3.0,Senior Manager,29011.0,0
32.0,Company Invited,1.0,12.0,Small Business,Male,4.0,4.0,Deluxe,5.0,Single,2.0,0.0,1.0,0.0,3.0,Manager,28614.0,0
40.0,Self Enquiry,3.0,15.0,Small Business,Male,2.0,3.0,Deluxe,5.0,Married,1.0,0.0,3.0,1.0,1.0,Manager,20473.0,0
35.0,Self Enquiry,3.0,21.0,Large Business,Female,3.0,4.0,Basic,3.0,Married,3.0,1.0,5.0,1.0,2.0,Executive,21257.0,0
45.0,Company Invited,1.0,9.0,Small Business,Male,3.0,4.0,Standard,3.0,Single,7.0,1.0,1.0,0.0,2.0,Senior Manager,28887.0,0
34.0,Company Invited,3.0,15.0,Salaried,Female,3.0,5.0,Basic,3.0,Single,2.0,0.0,2.0,1.0,2.0,Executive,21020.0,0
32.0,Company Invited,3.0,27.0,Salaried,Male,4.0,2.0,Basic,3.0,Married,2.0,0.0,5.0,1.0,1.0,Executive,21469.0,0
37.0,Company Invited,3.0,10.0,Small Business,Male,2.0,3.0,Basic,3.0,Married,5.0,0.0,4.0,1.0,0.0,Executive,17793.0,0
36.0,Self Enquiry,3.0,14.0,Salaried,Female,3.0,4.0,Deluxe,3.0,Married,3.0,1.0,4.0,1.0,2.0,Manager,23882.0,0
46.0,Self Enquiry,3.0,6.0,Small Business,Female,3.0,3.0,Standard,5.0,Married,2.0,0.0,1.0,1.0,2.0,Senior Manager,25453.0,0
35.0,Self Enquiry,3.0,34.0,Salaried,Female,3.0,4.0,Basic,3.0,Married,1.0,0.0,4.0,1.0,2.0,Executive,17430.0,0
33.0,Self Enquiry,3.0,9.0,Small Business,Male,3.0,4.0,Deluxe,4.0,Divorced,2.0,1.0,1.0,0.0,2.0,Manager,22756.0,0
56.0,Self Enquiry,1.0,29.0,Salaried,Male,3.0,3.0,Super Deluxe,4.0,Divorced,5.0,1.0,4.0,1.0,2.0,AVP,28402.0,0
37.0,Self Enquiry,1.0,16.0,Small Business,Male,3.0,5.0,Deluxe,4.0,Married,4.0,1.0,4.0,1.0,1.0,Manager,27525.0,0
51.0,Self Enquiry,1.0,8.0,Small Business,Male,2.0,5.0,Deluxe,4.0,Married,6.0,0.0,2.0,0.0,0.0,Manager,20482.0,1
26.0,Self Enquiry,1.0,23.0,Small Business,Male,3.0,5.0,Basic,3.0,Married,2.0,0.0,3.0,0.0,2.0,Executive,17305.0,0
44.0,Self Enquiry,3.0,11.0,Small Business,Female,3.0,5.0,Standard,3.0,Single,5.0,0.0,3.0,1.0,1.0,Senior Manager,28909.0,1
36.0,Self Enquiry,1.0,22.0,Salaried,Female,2.0,1.0,Basic,5.0,Single,2.0,0.0,1.0,1.0,0.0,Executive,17743.0,1
35.0,Self Enquiry,1.0,14.0,Salaried,Male,2.0,1.0,Basic,3.0,Married,2.0,0.0,5.0,1.0,1.0,Executive,17269.0,0
27.0,Self Enquiry,1.0,7.0,Salaried,Female,3.0,5.0,Basic,3.0,Married,3.0,1.0,4.0,0.0,1.0,Executive,21611.0,0
31.0,Self Enquiry,1.0,27.0,Salaried,Male,3.0,4.0,Deluxe,5.0,Married,2.0,0.0,4.0,0.0,2.0,Manager,28635.0,0
21.0,Self Enquiry,1.0,16.0,Salaried,Female,2.0,4.0,Basic,5.0,Single,2.0,0.0,3.0,1.0,0.0,Executive,16416.0,0
39.0,Self Enquiry,1.0,18.0,Small Business,Male,3.0,3.0,Deluxe,4.0,Married,5.0,0.0,3.0,1.0,1.0,Manager,20295.0,0
41.0,Company Invited,1.0,11.0,Salaried,Male,3.0,4.0,Basic,5.0,Married,7.0,0.0,3.0,1.0,0.0,Executive,17107.0,0
47.0,Self Enquiry,1.0,11.0,Salaried,Male,2.0,3.0,King,3.0,Divorced,5.0,0.0,2.0,0.0,1.0,VP,33300.0,1
46.0,Self Enquiry,1.0,15.0,Salaried,Male,4.0,4.0,Deluxe,3.0,Divorced,2.0,0.0,3.0,1.0,1.0,Manager,22375.0,0
25.0,Self Enquiry,3.0,24.0,Salaried,Male,3.0,1.0,Deluxe,3.0,Divorced,3.0,0.0,1.0,0.0,0.0,Manager,21232.0,0
41.0,Self Enquiry,1.0,31.0,Large Business,Male,4.0,4.0,Deluxe,3.0,Married,3.0,0.0,3.0,1.0,2.0,Manager,21997.0,0
34.0,Company Invited,1.0,10.0,Salaried,Female,3.0,4.0,Basic,3.0,Married,3.0,1.0,1.0,1.0,2.0,Executive,21587.0,0
30.0,Self Enquiry,3.0,17.0,Small Business,Female,3.0,5.0,Deluxe,4.0,Married,3.0,1.0,5.0,0.0,2.0,Manager,26946.0,0
46.0,Self Enquiry,3.0,8.0,Small Business,Female,2.0,3.0,King,5.0,Single,4.0,0.0,1.0,1.0,1.0,VP,33947.0,0
21.0,Company Invited,3.0,24.0,Small Business,Female,3.0,3.0,Deluxe,3.0,Married,1.0,1.0,5.0,0.0,1.0,Manager,17625.0,0
35.0,Self Enquiry,1.0,7.0,Salaried,Female,3.0,5.0,Basic,4.0,Divorced,7.0,0.0,1.0,1.0,2.0,Executive,21972.0,0
55.0,Self Enquiry,1.0,20.0,Small Business,Male,3.0,2.0,King,4.0,Single,1.0,0.0,2.0,0.0,2.0,VP,33722.0,0
24.0,Self Enquiry,1.0,17.0,Small Business,Male,4.0,2.0,Basic,3.0,Unmarried,3.0,0.0,1.0,0.0,2.0,Executive,22183.0,0
25.0,Self Enquiry,1.0,24.0,Small Business,Female,3.0,5.0,Deluxe,3.0,Married,3.0,0.0,3.0,0.0,1.0,Manager,23055.0,0
45.0,Self Enquiry,1.0,14.0,Small Business,Female,3.0,5.0,Standard,3.0,Divorced,5.0,0.0,4.0,1.0,1.0,Senior Manager,28926.0,0
44.0,Self Enquiry,1.0,8.0,Salaried,Female,3.0,1.0,Standard,3.0,Married,2.0,1.0,4.0,1.0,0.0,Senior Manager,22879.0,0
30.0,Self Enquiry,3.0,9.0,Small Business,Male,4.0,5.0,Deluxe,4.0,Married,4.0,0.0,4.0,1.0,1.0,Manager,25322.0,0
27.0,Self Enquiry,1.0,20.0,Salaried,Male,2.0,3.0,Basic,5.0,Divorced,2.0,1.0,4.0,1.0,0.0,Executive,17235.0,0
